ferme_id,producteur_nom,coop_id,village,departement,region,surface_ha,annee_installation
7019,Koffi Traoré,55,Danané,Man,Montagnes,7.54,2000
7020,Moussa Assé,87,Anyama,Abidjan,Lagunes,2.01,2015
7021,Adjoba Ouattara,68,Anyama,Abidjan,Lagunes,2.16,2008
7022,Yao Ouattara,104,Yamoussoukro,Yamoussoukro,Lacs,3.04,1993
7023,Cédric Coulibaly,28,Vavoua,Daloa,Sassandra-Marahoué,2.7,2002
7024,Kouakou Koné,83,Daloa,Daloa,Sassandra-Marahoué,2.24,1994
7025,Ibrahim Assé,63,Sassandra,San-Pédro,Bas-Sassandra,1.97,2010
7026,Moussa Ouattara,19,Daloa,Daloa,Sassandra-Marahoué,3.17,1993
7027,Mariam Fofana,28,Guiglo,Man,Montagnes,1.46,2000
7028,Aya Kouassi,8,San-Pédro,San-Pédro,Bas-Sassandra,2.47,2012
7029,Kouadio Kacou,13,Soubré,San-Pédro,Bas-Sassandra,1.54,2010
7030,Gaston Soro,92,San-Pédro,San-Pédro,Bas-Sassandra,1.62,1990
7031,Yacouba Yao,25,Gagnoa,Gagnoa,Gôh-Djiboua,1.49,1991
7032,Yacouba Kacou,95,Lakota,Gagnoa,Gôh-Djiboua,2.42,1999
7033,Ibrahim Ouattara,62,Gagnoa,Gagnoa,Gôh-Djiboua,2.86,2016
7034,Didier Kouamé,21,Tiassalé,Agboville,Agnéby-Tiassa,1.78,1993
7035,Ismaël Koné,119,Vavoua,Daloa,Sassandra-Marahoué,2.54,2007
7036,Fatou Dosso,31,Bingerville,Abidjan,Lagunes,1.21,2002
7037,Yacouba Yao,110,Gagnoa,Gagnoa,Gôh-Djiboua,1.49,2020
7038,Abdou Assé,77,Ouragahio,Gagnoa,Fromager,1.54,2013
7039,Arnaud Kacou,98,Danané,Man,Montagnes,1.32,1990
7040,Aya Touré,111,Bingerville,Abidjan,Lagunes,7.73,1990
7041,Kouakou Koné,79,Bingerville,Abidjan,Lagunes,1.52,2013
7042,Adjoba Koné,37,Lakota,Gagnoa,Gôh-Djiboua,6.44,2000
7043,Cédric Assé,3,Divo,Gagnoa,Gôh-Djiboua,1.19,1990
7044,Yacouba Traoré,59,Anyama,Abidjan,Lagunes,1.66,1997
7045,Yacouba Yao,50,Soubré,San-Pédro,Bas-Sassandra,2.23,2019
7046,Didier Yao,69,Anyama,Abidjan,Lagunes,1.74,2001
7047,Yves Fofana,62,Toumodi,Yamoussoukro,Lacs,7.45,1994
7048,Salimata Kouassi,82,Danané,Man,Montagnes,4.7,2005
7049,Salimata Bamba,20,Daloa,Daloa,Sassandra-Marahoué,2.24,2017
7050,Aminata Soro,120,Danané,Man,Montagnes,2.8,2016
7051,Yves Assé,87,Toumodi,Yamoussoukro,Lacs,1.65,2008
7052,Aya Dosso,19,Soubré,San-Pédro,Bas-Sassandra,1.95,2007
7053,Kouadio Koné,113,Toumodi,Yamoussoukro,Lacs,3.1,2020
7054,Moussa Ouattara,50,Soubré,San-Pédro,Bas-Sassandra,1.34,2018
7055,Salimata Soro,57,Abidjan,Abidjan,Lagunes,1.35,2002
7056,Cédric Coulibaly,52,Anyama,Abidjan,Lagunes,2.06,2011
7057,Yao Koné,67,Anyama,Abidjan,Lagunes,4.32,2005
7058,Abdou Soro,56,Divo,Gagnoa,Gôh-Djiboua,0.99,2014
7059,Arnaud Assé,43,Daloa,Daloa,Sassandra-Marahoué,3.04,2021
7060,Koffi Yao,116,Vavoua,Daloa,Sassandra-Marahoué,2.84,2021
7061,Yves Kouamé,68,Vavoua,Daloa,Sassandra-Marahoué,1.27,2001
7062,Yves Touré,65,Yamoussoukro,Yamoussoukro,Lacs,5.5,2004
7063,Kouakou Dosso,49,Toumodi,Yamoussoukro,Lacs,6.82,2003
7064,Ismaël Dosso,120,Ouragahio,Gagnoa,Fromager,1.95,1995
7065,Abdou Ouattara,119,Issia,Daloa,Sassandra-Marahoué,3.59,2004
7066,Arnaud Touré,95,Danané,Man,Montagnes,3.53,2009
7067,Yao Traoré,77,Man,Man,Montagnes,5.08,2001
7068,Gaston N’Guessan,68,Yamoussoukro,Yamoussoukro,Lacs,1.49,2004
7069,Gaston Coulibaly,43,San-Pédro,San-Pédro,Bas-Sassandra,8.99,2002
7070,Mariam Fofana,78,Yamoussoukro,Yamoussoukro,Lacs,5.58,1994
7071,Abdou Touré,60,Tiassalé,Agboville,Agnéby-Tiassa,6.35,1992
7072,Ismaël Soro,46,Gagnoa,Gagnoa,Gôh-Djiboua,4.13,2013
7073,Aya Kouamé,12,San-Pédro,San-Pédro,Bas-Sassandra,2.45,2001
7074,Aristide Fofana,115,Issia,Daloa,Sassandra-Marahoué,1.28,1995
7075,Adjoba Soro,16,Danané,Man,Montagnes,6.1,2017
7076,Ibrahim Ouattara,29,Agboville,Agboville,Agnéby-Tiassa,1.76,2000
7077,Didier N’Guessan,7,Man,Man,Montagnes,1.7,2014
7078,Kouadio Dosso,99,Gagnoa,Gagnoa,Gôh-Djiboua,0.93,2021
7079,Koffi Coulibaly,74,Man,Man,Montagnes,3.69,2004
7080,Aristide Coulibaly,40,Toumodi,Yamoussoukro,Lacs,3.29,2008
7081,Ismaël Kouassi,19,Sassandra,San-Pédro,Bas-Sassandra,4.35,1996
7082,Mariam Yao,56,Danané,Man,Montagnes,3.38,2020
7083,Aristide Dosso,35,Issia,Daloa,Sassandra-Marahoué,1.38,1991
7084,Fatou Dosso,68,Toumodi,Yamoussoukro,Lacs,6.29,1992
7085,Ibrahim N’Guessan,46,Gagnoa,Gagnoa,Gôh-Djiboua,8.11,2018
7086,Koffi Traoré,68,Sassandra,San-Pédro,Bas-Sassandra,1.9,2013
7087,Aristide Diabaté,49,Issia,Daloa,Sassandra-Marahoué,2.83,2008
7088,Gaston Kouassi,102,Bingerville,Abidjan,Lagunes,9.04,2004
7089,Didier Kouamé,43,Divo,Gagnoa,Gôh-Djiboua,4.35,2019
7090,Aristide Assé,112,Tiassalé,Agboville,Agnéby-Tiassa,3.15,1993
7091,Gaston Koné,45,Man,Man,Montagnes,2.25,2009
7092,Kouakou Koné,53,Man,Man,Montagnes,3.28,2017
7093,Aya Coulibaly,14,Vavoua,Daloa,Sassandra-Marahoué,1.52,1990
7094,Didier Traoré,22,San-Pédro,San-Pédro,Bas-Sassandra,4.72,2003
7095,Aïcha Bamba,57,Toumodi,Yamoussoukro,Lacs,1.63,2014
7096,Yao Soro,76,San-Pédro,San-Pédro,Bas-Sassandra,1.14,1992
7097,Ibrahim Kouamé,28,Vavoua,Daloa,Sassandra-Marahoué,1.33,2005
7098,Gaston Kouamé,37,Bingerville,Abidjan,Lagunes,3.23,2014
7099,Cédric Dosso,27,Vavoua,Daloa,Sassandra-Marahoué,5.92,2004
7100,Yacouba Yao,42,Man,Man,Montagnes,0.85,2004
7101,Fatou Touré,87,Gagnoa,Gagnoa,Gôh-Djiboua,4.43,2014
7102,Yacouba Dosso,45,Ouragahio,Gagnoa,Fromager,2.57,2008
7103,Gaston Kacou,3,Ouragahio,Gagnoa,Fromager,4.81,2021
7104,Abdou Coulibaly,32,Daloa,Daloa,Sassandra-Marahoué,2.52,2000
7105,Aminata Ouattara,34,Bingerville,Abidjan,Lagunes,2.96,2012
7106,Yao Bamba,41,Issia,Daloa,Sassandra-Marahoué,2.81,2011
7107,Aïcha Diabaté,48,Agboville,Agboville,Agnéby-Tiassa,1.39,2014
7108,Yves Soro,62,San-Pédro,San-Pédro,Bas-Sassandra,4.65,2017
7109,Kouadio Koné,108,Issia,Daloa,Sassandra-Marahoué,5.58,2004
7110,Aïcha Koné,45,Daloa,Daloa,Sassandra-Marahoué,0.92,2015
7111,Kouadio Bamba,32,Oumé,Gagnoa,Fromager,2.44,1995
7112,Fatou Fofana,27,Ouragahio,Gagnoa,Fromager,2.06,1991
7113,Ibrahim Coulibaly,103,Abidjan,Abidjan,Lagunes,6.34,2004
7114,Cédric Coulibaly,45,Soubré,San-Pédro,Bas-Sassandra,1.56,2021
7115,Aminata Ouattara,18,Yamoussoukro,Yamoussoukro,Lacs,5.03,2012
7116,Didier Soro,96,Guiglo,Man,Montagnes,3.56,1993
7117,Moussa Kouamé,99,Abidjan,Abidjan,Lagunes,1.31,2010
7118,Arnaud Kouamé,11,Soubré,San-Pédro,Bas-Sassandra,3.47,2017
7119,Didier Kacou,79,Agboville,Agboville,Agnéby-Tiassa,1.63,2013
7120,Koffi Dosso,45,San-Pédro,San-Pédro,Bas-Sassandra,2.09,1996
7121,Ismaël Kouassi,15,Soubré,San-Pédro,Bas-Sassandra,1.08,2009
7122,Mariam Touré,40,Soubré,San-Pédro,Bas-Sassandra,3.5,1990
7123,Yao Bamba,44,Ouragahio,Gagnoa,Fromager,4.31,2013
7124,Aya Coulibaly,39,Guiglo,Man,Montagnes,1.62,2011
7125,Kouakou Koné,100,Soubré,San-Pédro,Bas-Sassandra,4.28,2000
7126,Gaston Dosso,119,Gagnoa,Gagnoa,Gôh-Djiboua,1.66,2012
7127,Arnaud N’Guessan,109,Oumé,Gagnoa,Fromager,2.19,2008
7128,Mariam Coulibaly,45,Divo,Gagnoa,Gôh-Djiboua,9.23,2019
7129,Ismaël Kouamé,12,Gagnoa,Gagnoa,Gôh-Djiboua,7.54,2019
7130,Yacouba Kouassi,108,Danané,Man,Montagnes,2.1,2019
7131,Abdou Kacou,110,Issia,Daloa,Sassandra-Marahoué,2.63,2019
7132,Fatou Kouassi,55,Tiassalé,Agboville,Agnéby-Tiassa,4.51,2007
7133,Abdou Ouattara,11,Lakota,Gagnoa,Gôh-Djiboua,3.1,1993
7134,Didier Koné,10,Soubré,San-Pédro,Bas-Sassandra,2.83,2016
7135,Mariam Bamba,74,Tiassalé,Agboville,Agnéby-Tiassa,0.93,1996
7136,Fatou Traoré,65,Sassandra,San-Pédro,Bas-Sassandra,4.34,2000
7137,Aminata Ouattara,3,Issia,Daloa,Sassandra-Marahoué,2.97,2021
7138,Aminata N’Guessan,22,Soubré,San-Pédro,Bas-Sassandra,5.77,1994
7139,Koffi Koné,85,Tiassalé,Agboville,Agnéby-Tiassa,11.55,2002
7140,Gaston Dosso,114,Bingerville,Abidjan,Lagunes,2.78,1999
7141,Ibrahim Yao,5,Abidjan,Abidjan,Lagunes,3.95,2011
7142,Aya Soro,78,San-Pédro,San-Pédro,Bas-Sassandra,2.25,1993
7143,Aminata Fofana,112,Divo,Gagnoa,Gôh-Djiboua,2.64,2009
7144,Aya Coulibaly,104,Yamoussoukro,Yamoussoukro,Lacs,5.44,1996
7145,Aïcha Kacou,33,Abidjan,Abidjan,Lagunes,4.57,2003
7146,Kouadio N’Guessan,82,Divo,Gagnoa,Gôh-Djiboua,1.84,1991
7147,Arnaud Soro,54,Danané,Man,Montagnes,5.25,2008
7148,Arnaud Bamba,115,Sassandra,San-Pédro,Bas-Sassandra,1.97,1996
7149,Aristide Diabaté,1,Anyama,Abidjan,Lagunes,4.57,2005
7150,Koffi Diabaté,70,Yamoussoukro,Yamoussoukro,Lacs,2.0,2003
7151,Adjoba Fofana,55,Yamoussoukro,Yamoussoukro,Lacs,3.15,2002
7152,Fatou Coulibaly,22,Abidjan,Abidjan,Lagunes,5.08,1997
7153,Aminata Diabaté,104,Abidjan,Abidjan,Lagunes,1.02,1990
7154,Gaston Kacou,96,Toumodi,Yamoussoukro,Lacs,1.2,2012
7155,Yacouba Traoré,44,Sassandra,San-Pédro,Bas-Sassandra,4.88,1991
7156,Didier Koné,7,Agboville,Agboville,Agnéby-Tiassa,1.92,1991
7157,Ismaël N’Guessan,32,Abidjan,Abidjan,Lagunes,2.62,1996
7158,Aya Kouamé,72,Agboville,Agboville,Agnéby-Tiassa,5.31,2014
7159,Aya Fofana,57,Bingerville,Abidjan,Lagunes,5.71,1991
7160,Yacouba Assé,2,Man,Man,Montagnes,3.47,2002
7161,Fatou N’Guessan,7,Guiglo,Man,Montagnes,1.68,1995
7162,Yves Ouattara,58,Agboville,Agboville,Agnéby-Tiassa,2.99,2021
7163,Kouadio Touré,7,Man,Man,Montagnes,2.09,2002
7164,Aya Kacou,82,Guiglo,Man,Montagnes,2.3,2005
7165,Moussa Kacou,82,Ouragahio,Gagnoa,Fromager,3.75,2021
7166,Aminata Ouattara,13,Sassandra,San-Pédro,Bas-Sassandra,2.16,2003
7167,Gaston Yao,77,San-Pédro,San-Pédro,Bas-Sassandra,1.96,2007
7168,Aya Ouattara,17,Daloa,Daloa,Sassandra-Marahoué,1.64,1991
7169,Didier Kacou,16,Ouragahio,Gagnoa,Fromager,2.67,2003
7170,Kouakou Coulibaly,36,Bingerville,Abidjan,Lagunes,3.62,2008
7171,Adjoba Traoré,87,Soubré,San-Pédro,Bas-Sassandra,2.07,2012
7172,Arnaud Ouattara,6,Ouragahio,Gagnoa,Fromager,4.64,1999
7173,Gaston Bamba,61,Toumodi,Yamoussoukro,Lacs,2.79,2007
7174,Fatou N’Guessan,75,Oumé,Gagnoa,Fromager,3.64,2011
7175,Didier Traoré,7,Divo,Gagnoa,Gôh-Djiboua,3.8,2015
7176,Fatou Bamba,115,Sassandra,San-Pédro,Bas-Sassandra,8.06,2018
7177,Kouadio Touré,71,Oumé,Gagnoa,Fromager,4.27,2011
7178,Yacouba Touré,95,Vavoua,Daloa,Sassandra-Marahoué,0.82,2008
7179,Salimata Touré,68,Danané,Man,Montagnes,5.05,2012
7180,Gaston Assé,100,Bingerville,Abidjan,Lagunes,3.74,2021
7181,Yao Soro,51,Danané,Man,Montagnes,4.26,2013
7182,Didier Koné,30,Man,Man,Montagnes,3.37,2004
7183,Ibrahim Kacou,38,Yamoussoukro,Yamoussoukro,Lacs,3.77,1996
7184,Kouakou Kouamé,98,Man,Man,Montagnes,1.23,2014
7185,Salimata Kacou,43,Divo,Gagnoa,Gôh-Djiboua,2.06,2009
7186,Adjoba Fofana,34,Man,Man,Montagnes,7.14,2010
7187,Aïcha Dosso,31,Anyama,Abidjan,Lagunes,5.28,2012
7188,Kouakou Diabaté,114,Toumodi,Yamoussoukro,Lacs,1.5,2003
7189,Yacouba Dosso,23,Abidjan,Abidjan,Lagunes,3.13,1992
7190,Gaston Koné,81,San-Pédro,San-Pédro,Bas-Sassandra,4.88,2009
7191,Abdou Ouattara,28,Vavoua,Daloa,Sassandra-Marahoué,4.81,2011
7192,Moussa Traoré,65,Vavoua,Daloa,Sassandra-Marahoué,2.04,1998
7193,Aristide Fofana,8,Daloa,Daloa,Sassandra-Marahoué,2.46,1996
7194,Arnaud Yao,84,Anyama,Abidjan,Lagunes,2.56,2001
7195,Adjoba Ouattara,25,Daloa,Daloa,Sassandra-Marahoué,2.13,2010
7196,Ibrahim Assé,84,San-Pédro,San-Pédro,Bas-Sassandra,1.05,1991
7197,Moussa N’Guessan,43,Gagnoa,Gagnoa,Gôh-Djiboua,2.82,2017
7198,Adjoba Ouattara,98,Bingerville,Abidjan,Lagunes,1.53,1991
7199,Koffi Bamba,46,Tiassalé,Agboville,Agnéby-Tiassa,3.77,1995
7200,Aïcha Soro,88,Abidjan,Abidjan,Lagunes,1.07,2007
7201,Arnaud Koné,7,Toumodi,Yamoussoukro,Lacs,3.06,1994
7202,Adjoba Kouamé,86,Guiglo,Man,Montagnes,2.07,1995
7203,Yacouba Touré,112,Toumodi,Yamoussoukro,Lacs,6.83,1999
7204,Abdou Kacou,114,Toumodi,Yamoussoukro,Lacs,3.67,1995
7205,Mariam Kouamé,74,Vavoua,Daloa,Sassandra-Marahoué,5.25,1993
7206,Aya Kacou,78,Toumodi,Yamoussoukro,Lacs,1.29,1990
7207,Aïcha Fofana,2,Lakota,Gagnoa,Gôh-Djiboua,8.11,2001
7208,Aristide Soro,33,Anyama,Abidjan,Lagunes,5.99,2004
7209,Aristide Ouattara,89,San-Pédro,San-Pédro,Bas-Sassandra,1.25,2001
7210,Aya Kouamé,18,Guiglo,Man,Montagnes,1.26,2002
7211,Koffi Yao,36,Man,Man,Montagnes,4.88,1999
7212,Aristide Yao,59,Tiassalé,Agboville,Agnéby-Tiassa,3.11,2015
7213,Kouakou Koné,111,Bingerville,Abidjan,Lagunes,3.33,2018
7214,Fatou Kouamé,66,San-Pédro,San-Pédro,Bas-Sassandra,1.25,2009
7215,Adjoba Coulibaly,98,Ouragahio,Gagnoa,Fromager,3.41,2006
7216,Aristide Ouattara,10,Gagnoa,Gagnoa,Gôh-Djiboua,4.27,2011
7217,Aïcha N’Guessan,53,Abidjan,Abidjan,Lagunes,1.07,2013
7218,Ismaël Kacou,33,Gagnoa,Gagnoa,Gôh-Djiboua,4.11,2020
7219,Aya N’Guessan,92,Issia,Daloa,Sassandra-Marahoué,1.41,2006
7220,Ibrahim Assé,37,Bingerville,Abidjan,Lagunes,3.17,2021
7221,Salimata Fofana,56,Danané,Man,Montagnes,2.2,2013
7222,Moussa Dosso,86,Man,Man,Montagnes,3.92,2018
7223,Yao Kacou,84,Oumé,Gagnoa,Fromager,3.97,1997
7224,Ibrahim Dosso,35,Tiassalé,Agboville,Agnéby-Tiassa,3.4,1991
7225,Didier Dosso,33,Divo,Gagnoa,Gôh-Djiboua,3.42,2002
7226,Yacouba Touré,98,Guiglo,Man,Montagnes,4.97,2000
7227,Moussa N’Guessan,53,Guiglo,Man,Montagnes,2.28,1993
7228,Moussa N’Guessan,12,Gagnoa,Gagnoa,Gôh-Djiboua,1.95,2005
7229,Aristide Ouattara,35,Man,Man,Montagnes,4.93,2018
7230,Ismaël Kouamé,90,Divo,Gagnoa,Gôh-Djiboua,3.26,1998
7231,Didier Diabaté,59,Tiassalé,Agboville,Agnéby-Tiassa,4.54,1998
7232,Adjoba Soro,59,Daloa,Daloa,Sassandra-Marahoué,4.65,2010
7233,Abdou Touré,91,Daloa,Daloa,Sassandra-Marahoué,7.46,1997
7234,Moussa Bamba,117,Lakota,Gagnoa,Gôh-Djiboua,4.22,1998
7235,Aya Kouamé,11,Yamoussoukro,Yamoussoukro,Lacs,1.76,2021
7236,Arnaud Kouassi,34,Divo,Gagnoa,Gôh-Djiboua,2.61,1993
7237,Adjoba Soro,39,Tiassalé,Agboville,Agnéby-Tiassa,5.79,2013
7238,Ibrahim Traoré,49,Tiassalé,Agboville,Agnéby-Tiassa,2.99,2002
7239,Didier Bamba,19,Daloa,Daloa,Sassandra-Marahoué,1.96,2012
7240,Abdou Kouamé,97,Ouragahio,Gagnoa,Fromager,2.0,2000
7241,Arnaud Kouamé,55,Oumé,Gagnoa,Fromager,1.73,1998
7242,Aïcha Kouamé,108,Lakota,Gagnoa,Gôh-Djiboua,1.42,2004
7243,Arnaud Kouassi,97,Guiglo,Man,Montagnes,2.89,2020
7244,Yves Soro,81,Anyama,Abidjan,Lagunes,4.06,2010
7245,Aïcha Fofana,93,San-Pédro,San-Pédro,Bas-Sassandra,1.79,2004
7246,Koffi Koné,14,Ouragahio,Gagnoa,Fromager,2.73,1993
7247,Yves Coulibaly,92,Oumé,Gagnoa,Fromager,2.26,2003
7248,Arnaud Bamba,93,Ouragahio,Gagnoa,Fromager,1.49,2020
7249,Aristide Assé,88,Lakota,Gagnoa,Gôh-Djiboua,1.21,1997
7250,Fatou Kouassi,109,Yamoussoukro,Yamoussoukro,Lacs,4.38,2008
7251,Mariam Touré,116,Guiglo,Man,Montagnes,1.81,1992
7252,Yao Touré,67,Abidjan,Abidjan,Lagunes,3.61,1995
7253,Aya Kacou,63,Lakota,Gagnoa,Gôh-Djiboua,2.97,2015
7254,Kouadio Bamba,55,Man,Man,Montagnes,2.01,1997
7255,Aminata Traoré,103,Toumodi,Yamoussoukro,Lacs,4.92,1996
7256,Ismaël Dosso,4,San-Pédro,San-Pédro,Bas-Sassandra,4.08,2006
7257,Ismaël N’Guessan,108,Sassandra,San-Pédro,Bas-Sassandra,1.36,1993
7258,Aya Soro,58,Lakota,Gagnoa,Gôh-Djiboua,3.43,2021
7259,Fatou Coulibaly,4,Tiassalé,Agboville,Agnéby-Tiassa,2.29,1992
7260,Aristide Diabaté,45,Issia,Daloa,Sassandra-Marahoué,2.84,1993
7261,Adjoba Diabaté,116,Bingerville,Abidjan,Lagunes,2.87,2009
7262,Kouakou Diabaté,19,San-Pédro,San-Pédro,Bas-Sassandra,4.5,2017
7263,Koffi Ouattara,42,Toumodi,Yamoussoukro,Lacs,3.39,2008
7264,Kouakou Diabaté,7,Tiassalé,Agboville,Agnéby-Tiassa,2.03,2015
7265,Mariam Fofana,83,Abidjan,Abidjan,Lagunes,0.91,1999
7266,Aminata Touré,13,Divo,Gagnoa,Gôh-Djiboua,3.31,1997
7267,Yao Yao,61,Gagnoa,Gagnoa,Gôh-Djiboua,4.15,2002
7268,Kouadio Assé,100,Divo,Gagnoa,Gôh-Djiboua,1.51,2015
7269,Didier Soro,17,Gagnoa,Gagnoa,Gôh-Djiboua,1.75,2019
7270,Yves Bamba,84,San-Pédro,San-Pédro,Bas-Sassandra,2.34,2014
7271,Ibrahim N’Guessan,58,Tiassalé,Agboville,Agnéby-Tiassa,2.25,2008
7272,Salimata Coulibaly,82,Sassandra,San-Pédro,Bas-Sassandra,2.51,2003
7273,Kouakou Coulibaly,9,Guiglo,Man,Montagnes,0.81,2000
7274,Yves Yao,8,Agboville,Agboville,Agnéby-Tiassa,2.97,2017
7275,Kouakou Kacou,108,Danané,Man,Montagnes,2.34,2015
7276,Abdou Koné,4,Tiassalé,Agboville,Agnéby-Tiassa,2.37,2000
7277,Yves Touré,46,Guiglo,Man,Montagnes,3.29,1990
7278,Adjoba Fofana,89,Agboville,Agboville,Agnéby-Tiassa,2.22,1994
7279,Aïcha Kouassi,116,Sassandra,San-Pédro,Bas-Sassandra,4.08,2019
7280,Mariam Fofana,52,Sassandra,San-Pédro,Bas-Sassandra,2.26,2019
7281,Yao Coulibaly,104,Vavoua,Daloa,Sassandra-Marahoué,9.25,1999
7282,Aminata Bamba,79,Issia,Daloa,Sassandra-Marahoué,3.91,1995
7283,Aïcha Fofana,98,Sassandra,San-Pédro,Bas-Sassandra,5.67,2021
7284,Fatou Ouattara,56,Sassandra,San-Pédro,Bas-Sassandra,4.33,2021
7285,Aïcha Assé,117,Divo,Gagnoa,Gôh-Djiboua,4.37,2020
7286,Salimata Yao,119,Oumé,Gagnoa,Fromager,2.51,2002
7287,Aminata Touré,7,Abidjan,Abidjan,Lagunes,2.85,2016
7288,Moussa Coulibaly,15,Guiglo,Man,Montagnes,1.84,1993
7289,Yacouba Bamba,115,Toumodi,Yamoussoukro,Lacs,1.52,2007
7290,Gaston Assé,12,Vavoua,Daloa,Sassandra-Marahoué,5.34,2002
7291,Aïcha Kacou,63,Soubré,San-Pédro,Bas-Sassandra,1.41,2019
7292,Abdou Yao,28,Lakota,Gagnoa,Gôh-Djiboua,3.78,2018
7293,Aminata Kouassi,103,Ouragahio,Gagnoa,Fromager,1.67,2020
7294,Gaston N’Guessan,71,Agboville,Agboville,Agnéby-Tiassa,3.56,2014
7295,Cédric Yao,21,Sassandra,San-Pédro,Bas-Sassandra,1.91,2013
7296,Yao Bamba,80,Lakota,Gagnoa,Gôh-Djiboua,3.39,2013
7297,Ibrahim Soro,3,Anyama,Abidjan,Lagunes,1.97,1991
7298,Ibrahim Traoré,38,Lakota,Gagnoa,Gôh-Djiboua,4.92,2009
7299,Gaston Ouattara,51,Tiassalé,Agboville,Agnéby-Tiassa,1.79,1999
7300,Abdou Coulibaly,32,Issia,Daloa,Sassandra-Marahoué,2.32,2021
7301,Aya Bamba,84,Agboville,Agboville,Agnéby-Tiassa,2.58,2000
7302,Aïcha Touré,79,Toumodi,Yamoussoukro,Lacs,3.54,2012
7303,Koffi Coulibaly,105,Soubré,San-Pédro,Bas-Sassandra,3.24,2002
7304,Aya Coulibaly,27,Soubré,San-Pédro,Bas-Sassandra,0.95,2006
7305,Aïcha Kouamé,33,Ouragahio,Gagnoa,Fromager,5.45,1997
7306,Aïcha Soro,8,Soubré,San-Pédro,Bas-Sassandra,4.82,2018
7307,Kouadio Kouassi,19,Tiassalé,Agboville,Agnéby-Tiassa,3.73,2002
7308,Aristide Soro,77,Lakota,Gagnoa,Gôh-Djiboua,4.18,2004
7309,Yves Ouattara,106,Ouragahio,Gagnoa,Fromager,6.06,2020
7310,Ibrahim Koné,74,Yamoussoukro,Yamoussoukro,Lacs,3.39,2011
7311,Yves N’Guessan,70,Danané,Man,Montagnes,2.06,2004
7312,Aminata Touré,8,San-Pédro,San-Pédro,Bas-Sassandra,3.85,2008
7313,Salimata Kacou,65,Sassandra,San-Pédro,Bas-Sassandra,1.83,2013
7314,Aristide Assé,81,Oumé,Gagnoa,Fromager,1.88,2002
7315,Yves Kouassi,34,San-Pédro,San-Pédro,Bas-Sassandra,3.56,2005
7316,Fatou Ouattara,102,Lakota,Gagnoa,Gôh-Djiboua,1.07,2020
7317,Aminata Assé,22,Man,Man,Montagnes,2.75,1992
7318,Cédric Kacou,93,Yamoussoukro,Yamoussoukro,Lacs,0.77,1993
7319,Aminata Kacou,83,Divo,Gagnoa,Gôh-Djiboua,4.62,1999
7320,Aminata Yao,70,Issia,Daloa,Sassandra-Marahoué,1.72,2007
7321,Koffi Ouattara,96,Divo,Gagnoa,Gôh-Djiboua,3.6,2021
7322,Kouadio Kacou,41,Daloa,Daloa,Sassandra-Marahoué,2.26,2013
7323,Salimata Dosso,14,Danané,Man,Montagnes,1.73,1993
7324,Aristide Bamba,20,Sassandra,San-Pédro,Bas-Sassandra,2.85,2020
7325,Cédric Touré,82,Vavoua,Daloa,Sassandra-Marahoué,1.41,2013
7326,Kouadio Touré,92,Sassandra,San-Pédro,Bas-Sassandra,0.65,1997
7327,Kouakou Kacou,64,Sassandra,San-Pédro,Bas-Sassandra,1.05,1993
7328,Abdou Kouassi,116,Bingerville,Abidjan,Lagunes,2.12,2015
7329,Kouadio Coulibaly,51,Lakota,Gagnoa,Gôh-Djiboua,3.17,1992
7330,Didier N’Guessan,87,Guiglo,Man,Montagnes,1.0,1998
7331,Moussa Kacou,67,Guiglo,Man,Montagnes,1.81,1992
7332,Kouakou Fofana,66,Vavoua,Daloa,Sassandra-Marahoué,2.29,1994
7333,Koffi Assé,46,Toumodi,Yamoussoukro,Lacs,2.86,1998
7334,Aminata N’Guessan,90,Daloa,Daloa,Sassandra-Marahoué,4.51,2009
7335,Aïcha Coulibaly,94,Guiglo,Man,Montagnes,3.77,2019
7336,Yves Kacou,108,Soubré,San-Pédro,Bas-Sassandra,1.89,1991
7337,Arnaud Yao,65,Gagnoa,Gagnoa,Gôh-Djiboua,1.76,1990
7338,Kouadio Diabaté,2,Ouragahio,Gagnoa,Fromager,1.8,1992
7339,Kouadio Soro,112,Daloa,Daloa,Sassandra-Marahoué,3.67,2008
7340,Arnaud Bamba,15,Divo,Gagnoa,Gôh-Djiboua,1.91,2007
7341,Cédric Soro,83,Man,Man,Montagnes,1.68,1999
7342,Koffi Fofana,57,Daloa,Daloa,Sassandra-Marahoué,2.45,2016
7343,Ibrahim Touré,67,Issia,Daloa,Sassandra-Marahoué,2.5,1994
7344,Cédric Traoré,31,Agboville,Agboville,Agnéby-Tiassa,2.03,2021
7345,Gaston Soro,81,San-Pédro,San-Pédro,Bas-Sassandra,1.57,1996
7346,Kouadio Bamba,14,Toumodi,Yamoussoukro,Lacs,4.37,2021
7347,Mariam N’Guessan,79,Sassandra,San-Pédro,Bas-Sassandra,3.28,1996
7348,Abdou Ouattara,25,Tiassalé,Agboville,Agnéby-Tiassa,3.09,1990
7349,Cédric Koné,38,Sassandra,San-Pédro,Bas-Sassandra,1.01,1997
7350,Yao Traoré,57,Issia,Daloa,Sassandra-Marahoué,6.67,2000
7351,Ismaël Kouamé,2,Man,Man,Montagnes,11.59,1993
7352,Kouadio Yao,111,Tiassalé,Agboville,Agnéby-Tiassa,1.74,1990
